Session ID,Player Name,Game Mode,Move Number,Timestamp,Direction,Score,Board State,Move Time,Tiles Added,Tiles Removed,Is Bad Move
20250802_143629_w22zx,"peter",countdown,161,2025-08-02T02:38:02.412Z,Left,1800,"0,0,0,128,0,0,16,32,0,0,4,128,2,4,2,32",848,1,0,false
20250802_143629_w22zx,"peter",countdown,162,2025-08-02T02:38:02.872Z,Right,1804,"2,4,16,128,0,0,4,32,0,0,2,128,2,0,0,32",460,1,1,false
20250802_143629_w22zx,"peter",countdown,163,2025-08-02T02:38:03.462Z,Left,1804,"0,0,0,128,0,0,16,32,2,0,4,128,4,4,2,32",590,1,0,false
20250802_143629_w22zx,"peter",countdown,164,2025-08-02T02:38:03.884Z,Right,1808,"2,4,16,128,4,0,4,32,0,0,2,128,0,0,2,32",422,1,1,false
20250802_143629_w22zx,"peter",countdown,165,2025-08-02T02:38:04.778Z,Left,1816,"0,0,2,128,0,0,16,32,2,0,4,128,4,4,4,32",894,1,1,false
20250802_143629_w22zx,"peter",countdown,166,2025-08-02T02:38:05.218Z,Right,1816,"2,4,2,128,4,0,16,32,0,2,8,128,0,0,0,32",440,1,0,false
20250802_143629_w22zx,"peter",countdown,167,2025-08-02T02:38:05.690Z,Left,1816,"0,0,0,128,0,2,2,32,2,4,16,128,4,2,8,32",472,1,0,false
20250802_143629_w22zx,"peter",countdown,168,2025-08-02T02:38:06.155Z,Down,1832,"2,2,2,128,4,4,16,32,2,2,8,128,0,0,0,32",465,1,3,false
20250802_143629_w22zx,"peter",countdown,169,2025-08-02T02:38:06.547Z,Down,1836,"2,2,4,128,0,8,16,32,0,4,8,128,0,0,0,32",392,1,1,false
20250802_143629_w22zx,"peter",countdown,170,2025-08-02T02:38:07.136Z,Right,1836,"0,4,4,128,0,8,16,32,0,4,8,128,0,0,4,32",589,1,0,false
20250802_143629_w22zx,"peter",countdown,171,2025-08-02T02:38:07.536Z,Down,1860,"0,0,4,128,0,4,16,32,0,8,8,128,2,4,4,32",400,1,2,false
20250802_143629_w22zx,"peter",countdown,172,2025-08-02T02:38:07.880Z,Left,1892,"2,0,4,128,0,4,16,32,0,0,16,128,0,2,8,32",344,1,1,false
20250802_143629_w22zx,"peter",countdown,173,2025-08-02T02:38:08.184Z,Down,1964,"2,4,4,128,0,2,32,32,0,0,8,128,0,2,0,32",304,1,2,false
20250802_143629_w22zx,"peter",countdown,174,2025-08-02T02:38:09.603Z,Right,1964,"0,2,8,128,0,0,2,64,0,0,8,128,2,0,2,32",1419,1,0,false
20250802_143629_w22zx,"peter",countdown,175,2025-08-02T02:38:10.059Z,Left,1968,"0,0,8,128,0,0,2,64,0,2,8,128,2,2,2,32",456,1,1,false
20250802_143629_w22zx,"peter",countdown,176,2025-08-02T02:38:10.295Z,Down,1972,"2,4,8,128,0,2,2,64,0,0,8,128,0,0,2,32",236,1,1,false
20250802_143629_w22zx,"peter",countdown,177,2025-08-02T02:38:10.618Z,Down,1972,"2,4,8,128,0,0,4,64,2,0,8,128,0,0,2,32",323,1,0,false
20250802_143629_w22zx,"peter",countdown,178,2025-08-02T02:38:10.838Z,Down,1976,"2,4,8,128,0,0,4,64,2,2,8,128,0,0,2,32",220,1,1,false
20250802_143629_w22zx,"peter",countdown,179,2025-08-02T02:38:11.165Z,Left,1988,"2,4,8,128,0,0,4,64,0,4,8,128,2,0,2,32",327,1,2,false
20250802_143629_w22zx,"peter",countdown,180,2025-08-02T02:38:11.531Z,Down,2004,"4,8,8,128,2,0,4,64,0,0,8,128,0,0,2,32",366,1,1,false
20250802_143629_w22zx,"peter",countdown,181,2025-08-02T02:38:11.928Z,Down,2004,"0,4,16,128,0,2,4,64,2,0,8,128,0,0,2,32",397,1,0,false
20250802_143629_w22zx,"peter",countdown,182,2025-08-02T02:38:12.287Z,Right,2008,"0,4,16,128,0,2,4,64,0,2,8,128,0,2,2,32",359,1,1,false
20250802_143629_w22zx,"peter",countdown,183,2025-08-02T02:38:12.695Z,Left,2016,"0,4,16,128,0,4,4,64,0,2,8,128,0,4,2,32",408,1,1,false
20250802_143629_w22zx,"peter",countdown,184,2025-08-02T02:38:13.015Z,Right,2016,"2,8,16,128,0,2,4,64,0,4,8,128,0,0,2,32",320,1,0,false
20250802_143629_w22zx,"peter",countdown,185,2025-08-02T02:38:13.667Z,Left,2016,"0,4,16,128,0,8,4,64,0,2,8,128,2,4,2,32",652,1,0,false
20250802_143629_w22zx,"peter",countdown,186,2025-08-02T02:38:14.133Z,Right,2020,"2,4,16,128,2,8,4,64,0,2,8,128,0,4,2,32",466,1,1,false
20250802_143629_w22zx,"peter",countdown,187,2025-08-02T02:38:14.462Z,Down,2032,"0,4,16,128,0,8,4,64,2,2,8,128,4,4,2,32",329,1,2,false
20250802_143629_w22zx,"peter",countdown,188,2025-08-02T02:38:15.164Z,Left,2032,"0,4,16,128,0,8,4,64,2,4,8,128,0,8,2,32",702,1,0,false
20250802_143629_w22zx,"peter",countdown,189,2025-08-02T02:38:15.324Z,Right,2036,"2,4,16,128,0,8,4,64,0,4,8,128,2,8,2,32",160,1,1,false
20250802_143629_w22zx,"peter",countdown,190,2025-08-02T02:38:15.446Z,Left,2036,"0,4,16,128,0,8,4,64,2,4,8,128,4,8,2,32",121,1,0,false
20250802_143629_w22zx,"peter",countdown,191,2025-08-02T02:38:15.542Z,Right,2036,"2,4,16,128,4,8,4,64,0,4,8,128,2,8,2,32",97,1,0,false
20250802_143629_w22zx,"peter",countdown,192,2025-08-02T02:38:15.662Z,Left,2040,"2,4,16,128,2,8,4,64,4,4,8,128,2,8,2,32",120,1,1,false
20250802_143629_w22zx,"peter",countdown,193,2025-08-02T02:38:15.774Z,Right,2052,"4,4,16,128,4,8,4,64,2,4,8,128,2,8,2,32",112,1,2,false
20250802_143629_w22zx,"peter",countdown,194,2025-08-02T02:38:15.896Z,Left,2052,"0,4,16,128,2,8,4,64,8,4,8,128,4,8,2,32",122,1,0,false
20250802_143629_w22zx,"peter",countdown,195,2025-08-02T02:38:16.595Z,Down,2076,"2,4,16,128,8,8,4,64,4,4,8,128,2,8,2,32",699,1,2,false
20250802_143629_w22zx,"peter",countdown,196,2025-08-02T02:38:16.782Z,Down,2092,"2,4,16,128,2,16,4,64,0,8,8,128,2,8,2,32",187,1,1,true
20250802_143629_w22zx,"peter",countdown,197,2025-08-02T02:38:17.714Z,Right,2096,"2,4,16,128,2,16,4,64,0,2,16,128,2,8,2,32",931,1,1,false
20250802_143629_w22zx,"peter",countdown,198,2025-08-02T02:38:18.233Z,Down,2100,"2,4,16,128,0,16,4,64,2,2,16,128,4,8,2,32",520,1,1,true
20250802_143629_w22zx,"peter",countdown,199,2025-08-02T02:38:19.084Z,Left,2104,"2,4,16,128,0,16,4,64,2,4,16,128,4,8,2,32",851,1,1,false
20250802_143629_w22zx,"peter",countdown,200,2025-08-02T02:38:19.361Z,Down,2112,"4,4,16,128,4,16,4,64,0,4,16,128,2,8,2,32",277,1,1,false
20250802_143629_w22zx,"peter",countdown,201,2025-08-02T02:38:20.265Z,Left,2116,"0,8,16,128,4,16,4,64,2,4,16,128,2,8,2,32",904,1,1,false
20250802_143629_w22zx,"peter",countdown,202,2025-08-02T02:38:20.545Z,Right,2124,"4,8,16,128,4,16,4,64,0,4,16,128,4,8,2,32",280,1,1,false
20250802_143629_w22zx,"peter",countdown,203,2025-08-02T02:38:20.804Z,Right,2124,"2,8,16,128,0,16,4,64,4,4,16,128,8,8,2,32",259,1,0,false
20250802_143629_w22zx,"peter",countdown,204,2025-08-02T02:38:21.006Z,Down,2148,"2,8,16,128,2,16,4,64,4,4,16,128,8,8,2,32",201,1,2,false
20250802_143629_w22zx,"peter",countdown,205,2025-08-02T02:38:21.753Z,Left,2152,"2,8,16,128,2,16,4,64,0,8,16,128,2,16,2,32",748,1,1,false
20250802_143629_w22zx,"peter",countdown,206,2025-08-02T02:38:23.111Z,Left,2156,"4,8,16,128,2,16,4,64,2,8,16,128,0,16,2,32",1358,1,1,true
20250802_143629_w22zx,"peter",countdown,207,2025-08-02T02:38:23.368Z,Left,2164,"4,8,16,128,4,16,4,64,2,8,16,128,0,16,2,32",257,1,1,false
20250802_143629_w22zx,"peter",countdown,208,2025-08-02T02:38:23.670Z,Down,2180,"8,8,16,128,2,16,4,64,0,8,16,128,2,16,2,32",302,1,1,false
20250802_143629_w22zx,"peter",countdown,209,2025-08-02T02:38:24.389Z,Down,2212,"2,16,16,128,2,16,4,64,0,8,16,128,2,16,2,32",719,1,1,true
20250802_143629_w22zx,"peter",countdown,210,2025-08-02T02:38:24.718Z,Left,2216,"2,2,32,128,2,16,4,64,0,8,16,128,2,16,2,32",329,1,1,false
20250802_143629_w22zx,"peter",countdown,211,2025-08-02T02:38:25.507Z,Right,2220,"4,2,32,128,2,16,4,64,2,8,16,128,0,16,2,32",789,1,1,false
20250802_143629_w22zx,"peter",countdown,212,2025-08-02T02:38:26.102Z,Down,2224,"2,2,32,128,0,16,4,64,4,8,16,128,4,16,2,32",595,1,1,false
20250802_143629_w22zx,"peter",countdown,213,2025-08-02T02:38:26.394Z,Left,2232,"2,4,32,128,0,16,4,64,4,8,16,128,4,16,2,32",292,1,1,false
20250802_143629_w22zx,"peter",countdown,214,2025-08-02T02:38:27.193Z,Right,2232,"2,4,32,128,8,16,4,64,0,8,16,128,4,16,2,32",799,1,0,false
20250802_143629_w22zx,"peter",countdown,215,2025-08-02T02:38:27.605Z,Left,2236,"2,4,32,128,2,16,4,64,8,8,16,128,4,16,2,32",412,1,1,false
20250802_143629_w22zx,"peter",countdown,216,2025-08-02T02:38:27.938Z,Down,2244,"4,4,32,128,8,16,4,64,4,8,16,128,2,16,2,32",333,1,1,false
